"codibge","Município","2012","2013","2014","2015","2016","2017","2018"
"1705508","Colinas do Tocantins (TO)","406845","472128","490489","577208","637264","688212","726144"
"1705557","Combinado (TO)","39796","47370","50251","53659","59185","66065","67451"
"1705607","Conceição do Tocantins (TO)","30448","35732","37662","41708","50420","49724","52035"
"1706001","Couto Magalhães (TO)","47330","55500","58614","76717","78518","95824","116360"
"1706100","Cristalândia (TO)","67725","82712","86668","98549","113432","106139","109929"
"1706258","Crixás do Tocantins (TO)","24688","25061","29517","37604","39209","41085","43539"
"1706506","Darcinópolis (TO)","54386","66302","70302","73666","122321","135746","186128"
"1707009","Dianópolis (TO)","306192","312851","367369","249360","282631","305971","347681"
"1707108","Divinópolis do Tocantins (TO)","66497","73311","80648","97208","115666","120258","123061"
"1707207","Dois Irmãos do Tocantins (TO)","58790","69386","70479","79790","91628","102384","102497"
"1707306","Dueré (TO)","70078","78199","92607","116330","125621","120169","115318"
"1707405","Esperantina (TO)","59145","68008","69604","74414","81060","85647","89105"
"1707553","Fátima (TO)","37691","43961","52263","60454","60585","59339","67323"
"1707652","Figueirópolis (TO)","106076","118029","131493","137387","117445","157256","170308"
"1707702","Filadélfia (TO)","69463","78516","85224","87910","97953","98161","101745"
"1708205","Formoso do Araguaia (TO)","259929","325638","326870","357367","369443","396153","349562"
"1708254","Fortaleza do Tabocão (TO)","79394","104411","120635","137466","134560","151011","187372"
"1708304","Goianorte (TO)","40083","46538","51234","55482","65702","79242","75365"
"1709005","Goiatins (TO)","107145","111081","130264","134107","146998","150014","161618"
"1709302","Guaraí (TO)","349655","414598","462139","574531","563298","603161","651472"
"1709500","Gurupi (TO)","1468283","1616666","1661897","1842379","2033483","2236415","2202620"
"1709807","Ipueiras (TO)","24958","27536","30945","30311","30277","36670","30354"
"1710508","Itacajá (TO)","59190","71812","78295","78678","85164","98358","99454"
"1710706","Itaguatins (TO)","40445","42853","46278","50622","56435","59446","64203"
"1710904","Itapiratins (TO)","37936","48080","59216","55777","53002","70087","71020"
"1711100","Itaporã do Tocantins (TO)","27516","30359","33729","38491","42185","43250","43126"
"1711506","Jaú do Tocantins (TO)","33844","38722","42368","47108","53395","58414","59959"
"1711803","Juarina (TO)","17744","20055","21243","29238","32850","35635","30532"
"1711902","Lagoa da Confusão (TO)","260998","329552","447045","454390","468635","527537","483653"
"1711951","Lagoa do Tocantins (TO)","22791","28513","30832","33124","34789","38617","39769"
"1712009","Lajeado (TO)","35119","43321","47445","54901","58015","64209","67657"
"1712157","Lavandeira (TO)","52727","76562","15797","19121","22114","23879","23724"
"1712405","Lizarda (TO)","21711","24965","26998","30967","33505","34202","42461"
"1712454","Luzinópolis (TO)","24009","36436","29495","32511","35274","34212","33686"
"1712504","Marianópolis do Tocantins (TO)","44316","60716","66025","82552","100281","120349","126362"
"1712702","Mateiros (TO)","79681","125520","168319","103507","56428","126267","135482"
"1712801","Maurilândia do Tocantins (TO)","20786","24742","26311","28407","31625","33224","36631"
"1713205","Miracema do Tocantins (TO)","489447","417036","394294","503060","645716","526569","526300"
"1713304","Miranorte (TO)","120793","146539","168699","203125","219094","227744","262798"
"1713601","Monte do Carmo (TO)","72954","81918","118735","118830","129412","159484","178179"
"1713700","Monte Santo do Tocantins (TO)","20538","24667","27866","30087","38972","36573","35872"
"1713809","Palmeiras do Tocantins (TO)","43085","56546","53348","58073","66647","64569","68754"
"1713957","Muricilândia (TO)","28936","31596","35035","38245","41399","43100","43003"
"1714203","Natividade (TO)","81544","112952","109595","121955","124821","116917","174675"
"1714302","Nazaré (TO)","30431","36246","39152","43100","45338","45013","44085"
"1714880","Nova Olinda (TO)","195961","216544","219929","253617","259523","282734","264337"
"1715002","Nova Rosalândia (TO)","27753","30301","38696","40683","49939","49384","55046"
"1715101","Novo Acordo (TO)","28888","32819","37529","40814","42275","46483","52415"
"1715150","Novo Alegre (TO)","18076","20958","21607","23634","26527","27054","27361"
"1715259","Novo Jardim (TO)","51584","26038","26960","26534","29159","28933","29210"
"1715507","Oliveira de Fátima (TO)","14045","17283","18136","18408","18501","19655","20322"
"1715705","Palmeirante (TO)","47091","60370","69504","74792","77747","81984","95873"
"1715754","Palmeirópolis (TO)","72530","85374","92595","104183","111851","114168","118770"
"1716109","Paraíso do Tocantins (TO)","764693","841620","902190","1011003","1221528","1237455","1230450"
"1716208","Paranã (TO)","301799","255093","172785","195055","193913","214242","215336"
"1716307","Pau D'Arco (TO)","43027","48368","50441","55419","60717","75161","69063"
"1716505","Pedro Afonso (TO)","345733","420242","691776","586469","609813","672379","533117"
"1716604","Peixe (TO)","506273","511246","389475","545343","512102","540632","528258"
"1716653","Pequizeiro (TO)","43244","49021","56681","70727","73133","75486","75466"
"1716703","Colméia (TO)","81906","96698","101468","109809","132725","145267","144706"
"1717008","Pindorama do Tocantins (TO)","33522","38520","41958","44280","48551","48958","53086"
"1717206","Piraquê (TO)","28910","34205","39985","46092","49329","45451","51537"
"1717503","Pium (TO)","74048","80496","99345","115757","150980","140566","157354"
"1717800","Ponte Alta do Bom Jesus (TO)","29495","34672","35812","40987","45973","45255","47221"
"1717909","Ponte Alta do Tocantins (TO)","52354","59151","65874","68534","76131","79547","84181"
"1718006","Porto Alegre do Tocantins (TO)","19965","22536","24470","27128","29803","29027","31091"
"1718204","Porto Nacional (TO)","866502","923421","1118548","1372034","1528242","1851639","1677465"
"1718303","Praia Norte (TO)","47479","52995","55103","59264","63806","68762","72134"
"1718402","Presidente Kennedy (TO)","54359","72122","41814","45711","50389","51416","49312"
"1718451","Pugmil (TO)","30238","38344","49120","44426","53839","50651","56495"
"1718501","Recursolândia (TO)","27466","30677","32904","38136","41728","41157","43097"
"1718550","Riachinho (TO)","30563","36388","37748","40528","44173","45192","47039"
"1718659","Rio da Conceição (TO)","12816","15267","16901","16807","18055","19034","21102"
"1718709","Rio dos Bois (TO)","25289","27165","41325","37085","36742","44369","50428"
"1718758","Rio Sono (TO)","40344","46332","49708","53285","59488","61639","65716"
"1718808","Sampaio (TO)","23910","27399","28599","31457","35342","37328","39336"
"1718840","Sandolândia (TO)","41454","47504","52197","60076","67607","69821","70751"
"1718865","Santa Fé do Araguaia (TO)","65355","77117","85252","91519","114983","114858","113661"
"1718881","Santa Maria do Tocantins (TO)","24538","32539","36471","45500","44226","40216","52881"
"1718899","Santa Rita do Tocantins (TO)","28556","32596","41867","46003","49724","85461","91188"
"1718907","Santa Rosa do Tocantins (TO)","65131","76075","93431","109430","87265","146869","149490"
"1719004","Santa Tereza do Tocantins (TO)","19935","22415","23102","24716","27732","32280","32080"
"1720002","Santa Terezinha do Tocantins (TO)","16197","22676","25455","26833","31571","30733","28791"
"1720101","São Bento do Tocantins (TO)","31224","34669","38508","43047","48259","49687","53151"
"1720150","São Félix do Tocantins (TO)","12647","14055","14151","15009","17951","18482","21497"
"1720200","São Miguel do Tocantins (TO)","56486","69378","74569","81610","97206","102465","105746"
"1720259","São Salvador do Tocantins (TO)","22803","25810","26710","28872","32548","33926","36648"
"1720309","São Sebastião do Tocantins (TO)","28432","33802","36404","37170","41213","44264","46315"
"1720499","São Valério (TO)","40926","54167","74912","89407","69729","137087","91600"
"1720655","Silvanópolis (TO)","81055","78217","104922","114823","115055","148305","155722"
"1720804","Sítio Novo do Tocantins (TO)","56060","65038","67937","74661","87252","89596","102147"
"1720853","Sucupira (TO)","34936","37139","46224","54742","36642","58862","64190"
"1720903","Taguatinga (TO)","153236","193306","208493","265931","218948","230434","242256"
"1720937","Taipas do Tocantins (TO)","14720","17366","18739","20313","23378","21997","23183"
"1720978","Talismã (TO)","42917","48192","59776","66286","65840","83396","82309"
"1721000","Palmas (TO)","4886729","5794789","6593224","7394463","8100689","8503493","9425132"
"1721109","Tocantínia (TO)","43215","47927","49172","58998","61070","67831","71895"
"1721208","Tocantinópolis (TO)","180524","210670","225046","242602","270686","300131","295669"
"1721257","Tupirama (TO)","50327","79472","68282","47485","46019","46142","49162"
"1721307","Tupiratins (TO)","26538","21891","25998","24533","28051","28582","29766"
"1722081","Wanderlândia (TO)","99233","125772","134428","138573","154098","161897","140613"
"1722107","Xambioá (TO)","245287","286393","318805","313481","296638","341493","290954"
"2100055","Açailândia (MA)","1299490","1567270","1780203","2015260","2001694","2202738","2602791"
"2100105","Afonso Cunha (MA)","23330","27805","35663","36080","35380","44851","50236"
"2100154","Água Doce do Maranhão (MA)","43203","53098","59143","64838","73179","73174","86186"
"2100204","Alcântara (MA)","140051","87866","100009","104435","117713","116313","129851"
"2100303","Aldeias Altas (MA)","102171","114885","170017","208642","169701","174110","181358"
"2100402","Altamira do Maranhão (MA)","39630","45859","54920","60097","62801","56338","56533"
"2100436","Alto Alegre do Maranhão (MA)","143848","164804","201197","202298","217380","219945","268927"
"2100477","Alto Alegre do Pindaré (MA)","125138","134434","135088","145518","176299","181816","190727"
"2100501","Alto Parnaíba (MA)","212652","248823","285924","310911","185156","287616","349151"
"2100550","Amapá do Maranhão (MA)","29018","31556","35409","39113","48117","49035","51514"
"2100600","Amarante do Maranhão (MA)","171111","195083","224895","251507","285791","273621","314235"
"2100709","Anajatuba (MA)","110149","127903","141744","149010","174490","176950","178125"
"2100808","Anapurus (MA)","78421","107057","127885","109529","132013","135894","131751"
"2100832","Apicum-Açu (MA)","56628","74032","87963","90648","104176","104064","109003"
"2100873","Araguanã (MA)","44634","56314","62165","64860","77821","77795","81222"
"2100907","Araioses (MA)","174437","189003","216309","234546","257455","269138","269874"
"2100956","Arame (MA)","146794","160678","178201","180057","222822","211969","233587"
"2101004","Arari (MA)","149321","169379","199156","210033","234978","229583","253829"
"2101103","Axixá (MA)","43875","53566","58074","61582","70310","68771","73994"
"2101202","Bacabal (MA)","753544","880682","1061251","1017126","1129029","1133533","1138528"
"2101251","Bacabeira (MA)","283607","264817","383232","281332","344801","339375","307167"
"2101301","Bacuri (MA)","61878","77107","85835","84818","90823","96548","98470"
"2101350","Bacurituba (MA)","23978","22438","27241","28661","33776","35101","35152"
"2101400","Balsas (MA)","2083184","2525749","2914003","2627847","2387268","3045948","3457728"
"2101509","Barão de Grajaú (MA)","111130","130597","165958","190307","230965","210046","207520"
"2101608","Barra do Corda (MA)","443741","495957","577228","551109","602676","649249","723386"
"2101707","Barreirinhas (MA)","270422","317002","377514","389696","441930","457836","485469"
"2101731","Belágua (MA)","29261","28215","35589","35840","42166","47588","46499"
"2101772","Bela Vista do Maranhão (MA)","45710","52078","62480","59913","75614","79653","84798"
"2101806","Benedito Leite (MA)","21380","25677","28652","34438","35771","39728","42865"
"2101905","Bequimão (MA)","69568","76447","84630","98839","111637","119026","129315"
"2101939","Bernardo do Mearim (MA)","33048","39099","45944","45301","49820","49165","49437"
"2101970","Boa Vista do Gurupi (MA)","35768","38061","47093","55211","56189","61457","62725"
"2102002","Bom Jardim (MA)","183727","219672","241659","244297","278985","302628","315233"
"2102036","Bom Jesus das Selvas (MA)","178860","206777","227339","234594","253730","261959","290152"
"2102077","Bom Lugar (MA)","61182","65701","73250","79867","87120","85887","89851"
"2102101","Brejo (MA)","171511","219982","253370","221320","226563","274024","292086"
"2102150","Brejo de Areia (MA)","38258","44160","44315","52915","62470","52039","57001"
